crop_path,label,game,src_image,x1,y1,x2,y2,frame_idx,player_id,role_name,left2right
dataset_v1/crops/game_25_H1__frame_061058__i546__f61058__p209.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_061058.jpg,105,291,152,374,61058,209,Central Forward,1
dataset_v1/crops/game_25_H1__frame_061058__i547__f61058__p210.jpg,goalkeeper,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_061058.jpg,1782,246,1819,333,61058,210,Goalkeeper,1
dataset_v1/crops/game_25_H1__frame_065917__i548__f65917__p100.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065917.jpg,462,504,520,611,65917,100,Mid Central Back,0
dataset_v1/crops/game_25_H1__frame_065917__i549__f65917__p101.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065917.jpg,758,673,815,782,65917,101,Right Back,0
dataset_v1/crops/game_25_H1__frame_065917__i550__f65917__p102.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065917.jpg,363,478,421,555,65917,102,Right Central Back,0
dataset_v1/crops/game_25_H1__frame_065917__i551__f65917__p103.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065917.jpg,1557,690,1604,803,65917,103,Right Winger,0
dataset_v1/crops/game_25_H1__frame_065917__i552__f65917__p104.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065917.jpg,935,437,984,514,65917,104,Left Midfielder,0
dataset_v1/crops/game_25_H1__frame_065917__i553__f65917__p105.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065917.jpg,1226,542,1268,632,65917,105,Attacking Midfielder,0
dataset_v1/crops/game_25_H1__frame_065917__i554__f65917__p106.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065917.jpg,1061,327,1084,382,65917,106,Left Back,0
dataset_v1/crops/game_25_H1__frame_065917__i555__f65917__p107.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065917.jpg,1886,500,1920,590,65917,107,Left Winger,0
dataset_v1/crops/game_25_H1__frame_065917__i556__f65917__p108.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065917.jpg,813,364,863,430,65917,108,Left Central Back,0
dataset_v1/crops/game_25_H1__frame_065917__i557__f65917__p109.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065917.jpg,936,593,996,680,65917,109,Right Midfielder,0
dataset_v1/crops/game_25_H1__frame_065917__i558__f65917__p110.jpg,goalkeeper,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065917.jpg,107,359,143,428,65917,110,Goalkeeper,0
dataset_v1/crops/game_25_H1__frame_065917__i559__f65917__p200.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065917.jpg,988,335,1034,392,65917,200,Right Back,1
dataset_v1/crops/game_25_H1__frame_065917__i560__f65917__p201.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065917.jpg,904,719,964,832,65917,201,Left Back,1
dataset_v1/crops/game_25_H1__frame_065917__i561__f65917__p203.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065917.jpg,1057,398,1103,467,65917,203,Right Winger,1
dataset_v1/crops/game_25_H1__frame_065917__i562__f65917__p204.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065917.jpg,1541,427,1573,513,65917,204,Right Midfielder,1
dataset_v1/crops/game_25_H1__frame_065917__i563__f65917__p207.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065917.jpg,1222,654,1274,757,65917,207,Left Midfielder,1
dataset_v1/crops/game_25_H1__frame_065917__i564__f65917__p209.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065917.jpg,588,436,625,520,65917,209,Central Forward,1
dataset_v1/crops/game_25_H1__frame_065944__i565__f65944__p100.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065944.jpg,281,539,389,654,65944,100,Mid Central Back,0
dataset_v1/crops/game_25_H1__frame_065944__i566__f65944__p101.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065944.jpg,744,670,822,783,65944,101,Right Back,0
dataset_v1/crops/game_25_H1__frame_065944__i567__f65944__p102.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065944.jpg,482,442,534,530,65944,102,Right Central Back,0
dataset_v1/crops/game_25_H1__frame_065944__i568__f65944__p104.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065944.jpg,1032,441,1082,532,65944,104,Left Midfielder,0
dataset_v1/crops/game_25_H1__frame_065944__i569__f65944__p105.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065944.jpg,1444,563,1491,665,65944,105,Attacking Midfielder,0
dataset_v1/crops/game_25_H1__frame_065944__i570__f65944__p106.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065944.jpg,1229,313,1264,383,65944,106,Left Back,0
dataset_v1/crops/game_25_H1__frame_065944__i571__f65944__p108.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065944.jpg,933,357,981,435,65944,108,Left Central Back,0
dataset_v1/crops/game_25_H1__frame_065944__i572__f65944__p109.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065944.jpg,954,594,1006,698,65944,109,Right Midfielder,0
dataset_v1/crops/game_25_H1__frame_065944__i573__f65944__p110.jpg,goalkeeper,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065944.jpg,279,349,315,430,65944,110,Goalkeeper,0
dataset_v1/crops/game_25_H1__frame_065944__i574__f65944__p200.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065944.jpg,1180,325,1221,397,65944,200,Right Back,1
dataset_v1/crops/game_25_H1__frame_065944__i575__f65944__p201.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065944.jpg,933,696,1005,806,65944,201,Left Back,1
dataset_v1/crops/game_25_H1__frame_065944__i576__f65944__p203.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065944.jpg,1235,391,1271,473,65944,203,Right Winger,1
dataset_v1/crops/game_25_H1__frame_065944__i577__f65944__p207.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065944.jpg,1473,685,1540,803,65944,207,Left Midfielder,1
dataset_v1/crops/game_25_H1__frame_065944__i578__f65944__p209.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_065944.jpg,772,408,820,492,65944,209,Central Forward,1
dataset_v1/crops/game_25_H1__frame_066441__i579__f66441__p100.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066441.jpg,906,375,941,469,66441,100,Mid Central Back,0
dataset_v1/crops/game_25_H1__frame_066441__i580__f66441__p101.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066441.jpg,434,714,489,843,66441,101,Right Back,0
dataset_v1/crops/game_25_H1__frame_066441__i581__f66441__p102.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066441.jpg,274,530,323,649,66441,102,Right Central Back,0
dataset_v1/crops/game_25_H1__frame_066441__i582__f66441__p103.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066441.jpg,882,743,924,887,66441,103,Right Winger,0
dataset_v1/crops/game_25_H1__frame_066441__i583__f66441__p104.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066441.jpg,916,597,959,709,66441,104,Left Midfielder,0
dataset_v1/crops/game_25_H1__frame_066441__i584__f66441__p108.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066441.jpg,1451,343,1485,429,66441,108,Left Central Back,0
dataset_v1/crops/game_25_H1__frame_066441__i585__f66441__p109.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066441.jpg,1067,524,1144,628,66441,109,Right Midfielder,0
dataset_v1/crops/game_25_H1__frame_066441__i586__f66441__p110.jpg,goalkeeper,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066441.jpg,567,323,608,400,66441,110,Goalkeeper,0
dataset_v1/crops/game_25_H1__frame_066441__i587__f66441__p201.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066441.jpg,370,670,435,780,66441,201,Left Back,1
dataset_v1/crops/game_25_H1__frame_066441__i588__f66441__p202.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066441.jpg,576,583,627,687,66441,202,Left Winger,1
dataset_v1/crops/game_25_H1__frame_066441__i589__f66441__p203.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066441.jpg,1067,524,1144,628,66441,203,Right Winger,1
dataset_v1/crops/game_25_H1__frame_066441__i590__f66441__p205.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066441.jpg,988,793,1076,920,66441,205,Left Central Back,1
dataset_v1/crops/game_25_H1__frame_066441__i591__f66441__p207.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066441.jpg,744,740,792,864,66441,207,Left Midfielder,1
dataset_v1/crops/game_25_H1__frame_066441__i592__f66441__p209.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066441.jpg,1127,359,1170,452,66441,209,Central Forward,1
dataset_v1/crops/game_25_H1__frame_066754__i593__f66754__p100.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066754.jpg,331,394,360,481,66754,100,Mid Central Back,0
dataset_v1/crops/game_25_H1__frame_066754__i594__f66754__p102.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066754.jpg,74,486,145,600,66754,102,Right Central Back,0
dataset_v1/crops/game_25_H1__frame_066754__i595__f66754__p103.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066754.jpg,972,682,1012,794,66754,103,Right Winger,0
dataset_v1/crops/game_25_H1__frame_066754__i596__f66754__p104.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066754.jpg,1268,516,1302,612,66754,104,Left Midfielder,0
dataset_v1/crops/game_25_H1__frame_066754__i597__f66754__p105.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066754.jpg,1079,442,1119,530,66754,105,Attacking Midfielder,0
dataset_v1/crops/game_25_H1__frame_066754__i598__f66754__p106.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066754.jpg,886,352,917,428,66754,106,Left Back,0
dataset_v1/crops/game_25_H1__frame_066754__i599__f66754__p107.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066754.jpg,1359,405,1393,488,66754,107,Left Winger,0
dataset_v1/crops/game_25_H1__frame_066754__i600__f66754__p108.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066754.jpg,466,366,503,445,66754,108,Left Central Back,0
dataset_v1/crops/game_25_H1__frame_066754__i601__f66754__p109.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066754.jpg,543,465,577,546,66754,109,Right Midfielder,0
dataset_v1/crops/game_25_H1__frame_066754__i602__f66754__p200.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066754.jpg,858,381,900,451,66754,200,Right Back,1
dataset_v1/crops/game_25_H1__frame_066754__i603__f66754__p202.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066754.jpg,71,491,139,605,66754,202,Left Winger,1
dataset_v1/crops/game_25_H1__frame_066754__i604__f66754__p203.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066754.jpg,457,556,522,656,66754,203,Right Winger,1
dataset_v1/crops/game_25_H1__frame_066754__i605__f66754__p205.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066754.jpg,943,762,1010,874,66754,205,Left Central Back,1
dataset_v1/crops/game_25_H1__frame_066754__i606__f66754__p208.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066754.jpg,1455,402,1507,479,66754,208,Right Central Back,1
dataset_v1/crops/game_25_H1__frame_066754__i607__f66754__p209.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_066754.jpg,393,387,425,474,66754,209,Central Forward,1
dataset_v1/crops/game_25_H1__frame_068066__i608__f68066__p100.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_068066.jpg,241,347,298,450,68066,100,Mid Central Back,0
dataset_v1/crops/game_25_H1__frame_068066__i609__f68066__p101.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_068066.jpg,1049,834,1132,1024,68066,101,Right Back,0
dataset_v1/crops/game_25_H1__frame_068066__i610__f68066__p102.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_068066.jpg,539,460,586,577,68066,102,Right Central Back,0
dataset_v1/crops/game_25_H1__frame_068066__i611__f68066__p104.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_068066.jpg,1517,259,1553,347,68066,104,Left Midfielder,0
dataset_v1/crops/game_25_H1__frame_068066__i612__f68066__p105.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_068066.jpg,1752,387,1805,491,68066,105,Attacking Midfielder,0
dataset_v1/crops/game_25_H1__frame_068066__i613__f68066__p106.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_068066.jpg,1177,190,1206,264,68066,106,Left Back,0
dataset_v1/crops/game_25_H1__frame_068066__i614__f68066__p108.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_068066.jpg,781,241,816,325,68066,108,Left Central Back,0
dataset_v1/crops/game_25_H1__frame_068066__i615__f68066__p109.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_068066.jpg,1239,416,1292,515,68066,109,Right Midfielder,0
dataset_v1/crops/game_25_H1__frame_068066__i616__f68066__p200.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_068066.jpg,467,311,499,386,68066,200,Right Back,1
dataset_v1/crops/game_25_H1__frame_068066__i617__f68066__p202.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_068066.jpg,1172,454,1229,551,68066,202,Left Winger,1
dataset_v1/crops/game_25_H1__frame_068066__i618__f68066__p203.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_068066.jpg,1008,261,1061,343,68066,203,Right Winger,1
dataset_v1/crops/game_25_H1__frame_068066__i619__f68066__p204.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_068066.jpg,1385,234,1419,318,68066,204,Right Midfielder,1
dataset_v1/crops/game_25_H1__frame_068066__i620__f68066__p207.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_068066.jpg,1570,336,1610,434,68066,207,Left Midfielder,1
dataset_v1/crops/game_25_H1__frame_068066__i621__f68066__p209.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_068066.jpg,468,338,511,442,68066,209,Central Forward,1
dataset_v1/crops/game_25_H1__frame_069138__i622__f69138__p100.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_069138.jpg,722,374,759,455,69138,100,Mid Central Back,0
dataset_v1/crops/game_25_H1__frame_069138__i623__f69138__p102.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_069138.jpg,508,618,552,722,69138,102,Right Central Back,0
dataset_v1/crops/game_25_H1__frame_069138__i624__f69138__p104.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_069138.jpg,1550,509,1600,602,69138,104,Left Midfielder,0
dataset_v1/crops/game_25_H1__frame_069138__i625__f69138__p108.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_069138.jpg,1514,331,1551,399,69138,108,Left Central Back,0
dataset_v1/crops/game_25_H1__frame_069138__i626__f69138__p109.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_069138.jpg,1148,639,1188,743,69138,109,Right Midfielder,0
dataset_v1/crops/game_25_H1__frame_069138__i627__f69138__p202.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_069138.jpg,847,671,899,768,69138,202,Left Winger,1
dataset_v1/crops/game_25_H1__frame_069138__i628__f69138__p203.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_069138.jpg,1774,390,1806,471,69138,203,Right Winger,1
dataset_v1/crops/game_25_H1__frame_069138__i629__f69138__p204.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_069138.jpg,1704,496,1742,591,69138,204,Right Midfielder,1
dataset_v1/crops/game_25_H1__frame_069138__i630__f69138__p207.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_069138.jpg,1246,593,1304,696,69138,207,Left Midfielder,1
dataset_v1/crops/game_25_H1__frame_069138__i631__f69138__p209.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_069138.jpg,927,450,962,542,69138,209,Central Forward,1
dataset_v1/crops/game_25_H1__frame_070860__i632__f70860__p100.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070860.jpg,672,292,707,371,70860,100,Mid Central Back,0
dataset_v1/crops/game_25_H1__frame_070860__i633__f70860__p101.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070860.jpg,389,437,421,533,70860,101,Right Back,0
dataset_v1/crops/game_25_H1__frame_070860__i634__f70860__p102.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070860.jpg,468,362,508,448,70860,102,Right Central Back,0
dataset_v1/crops/game_25_H1__frame_070860__i635__f70860__p103.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070860.jpg,1341,287,1383,353,70860,103,Right Winger,0
dataset_v1/crops/game_25_H1__frame_070860__i636__f70860__p104.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070860.jpg,1209,285,1238,349,70860,104,Left Midfielder,0
dataset_v1/crops/game_25_H1__frame_070860__i637__f70860__p105.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070860.jpg,1232,326,1268,403,70860,105,Attacking Midfielder,0
dataset_v1/crops/game_25_H1__frame_070860__i638__f70860__p106.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070860.jpg,1392,269,1427,321,70860,106,Left Back,0
dataset_v1/crops/game_25_H1__frame_070860__i639__f70860__p107.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070860.jpg,1016,519,1069,612,70860,107,Left Winger,0
dataset_v1/crops/game_25_H1__frame_070860__i640__f70860__p108.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070860.jpg,1098,250,1139,307,70860,108,Left Central Back,0
dataset_v1/crops/game_25_H1__frame_070860__i641__f70860__p109.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070860.jpg,768,380,802,463,70860,109,Right Midfielder,0
dataset_v1/crops/game_25_H1__frame_070860__i642__f70860__p200.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070860.jpg,1220,246,1251,297,70860,200,Right Back,1
dataset_v1/crops/game_25_H1__frame_070860__i643__f70860__p201.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070860.jpg,115,649,165,769,70860,201,Left Back,1
dataset_v1/crops/game_25_H1__frame_070860__i644__f70860__p202.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070860.jpg,429,431,454,517,70860,202,Left Winger,1
dataset_v1/crops/game_25_H1__frame_070860__i645__f70860__p203.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070860.jpg,1270,279,1295,345,70860,203,Right Winger,1
dataset_v1/crops/game_25_H1__frame_070860__i646__f70860__p204.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070860.jpg,1420,278,1461,350,70860,204,Right Midfielder,1
dataset_v1/crops/game_25_H1__frame_070860__i647__f70860__p205.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070860.jpg,1674,644,1715,759,70860,205,Left Central Back,1
dataset_v1/crops/game_25_H1__frame_070860__i648__f70860__p207.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070860.jpg,1630,410,1667,497,70860,207,Left Midfielder,1
dataset_v1/crops/game_25_H1__frame_070860__i649__f70860__p208.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070860.jpg,1712,264,1735,320,70860,208,Right Central Back,1
dataset_v1/crops/game_25_H1__frame_070860__i650__f70860__p209.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070860.jpg,560,358,592,441,70860,209,Central Forward,1
dataset_v1/crops/game_25_H1__frame_070904__i651__f70904__p100.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070904.jpg,585,297,608,383,70904,100,Mid Central Back,0
dataset_v1/crops/game_25_H1__frame_070904__i652__f70904__p101.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070904.jpg,216,461,251,546,70904,101,Right Back,0
dataset_v1/crops/game_25_H1__frame_070904__i653__f70904__p102.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070904.jpg,356,370,394,467,70904,102,Right Central Back,0
dataset_v1/crops/game_25_H1__frame_070904__i654__f70904__p103.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070904.jpg,1280,280,1319,345,70904,103,Right Winger,0
dataset_v1/crops/game_25_H1__frame_070904__i655__f70904__p104.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070904.jpg,1154,261,1179,321,70904,104,Left Midfielder,0
dataset_v1/crops/game_25_H1__frame_070904__i656__f70904__p105.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070904.jpg,1154,321,1193,394,70904,105,Attacking Midfielder,0
dataset_v1/crops/game_25_H1__frame_070904__i657__f70904__p106.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070904.jpg,1197,252,1225,313,70904,106,Left Back,0
dataset_v1/crops/game_25_H1__frame_070904__i658__f70904__p107.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070904.jpg,754,505,794,602,70904,107,Left Winger,0
dataset_v1/crops/game_25_H1__frame_070904__i659__f70904__p108.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070904.jpg,1038,239,1073,298,70904,108,Left Central Back,0
dataset_v1/crops/game_25_H1__frame_070904__i660__f70904__p109.jpg,team_right,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070904.jpg,631,381,677,459,70904,109,Right Midfielder,0
dataset_v1/crops/game_25_H1__frame_070904__i661__f70904__p200.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070904.jpg,1108,242,1137,303,70904,200,Right Back,1
dataset_v1/crops/game_25_H1__frame_070904__i662__f70904__p202.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070904.jpg,319,431,356,516,70904,202,Left Winger,1
dataset_v1/crops/game_25_H1__frame_070904__i663__f70904__p203.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070904.jpg,1097,244,1130,303,70904,203,Right Winger,1
dataset_v1/crops/game_25_H1__frame_070904__i664__f70904__p204.jpg,team_left,game_25_H1,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_25_H1/images/frame_070904.jpg,1329,275,1358,348,70904,204,Right Midfielder,1
